INSERT INTO `emprestimos` (`id_emprestimo`, `numero_conta`, `nome_completo`, `genero`, `estado_civil`, `dependentes`, `educacao`, `emprego`, `propriedade`, `credito`, `renda_mensal_requerente`, `renda_mensal_co_requerente`, `valor_emprestimo`, `duracao_emprestimo`, `resultado_predicao`, `data_registro`) VALUES
(537, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(538, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(539, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(540, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(541, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(542, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(543, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(544, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(545, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(546, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(547, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(548, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(549, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(550, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(551, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(552, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(553, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(554, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(555, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(556, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(557, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(558, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(559, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(560, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(561, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(562, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(563, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(564, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(565, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(566, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(567, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(568, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(569, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(570, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(571, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(572, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(573, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(574, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(575, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(576, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(577, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(578, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(579, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(580, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(581, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(582, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(583, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(584, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(585, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(586, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(587, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(588, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(589, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(590, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(591, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(592, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(593, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(594, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(595, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(596, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(597, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(598, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(599, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(600, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(601, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(602, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(603, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(604, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(605, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(606, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(607, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(608, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(609, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(610, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(611, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(612, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(613, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(614, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(615, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(616, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(617, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(618, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(619, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(620, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(621, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(622, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(623, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(624, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(625, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(626, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(627, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(628, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(629, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(630, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(631, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(632, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(633, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(634, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(635, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(636, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(637, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(638, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(639, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(640, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(641, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(642, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(643, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(644, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(645, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(646, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(647, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(648, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(649, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(650, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(651, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(652, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(653, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(654, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(655, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(656, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(657, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(658, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(659, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(660, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(661, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(662, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(663, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(664, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(665, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(666, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(667, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(668, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(669, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(670, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(671, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(672, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(673, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(674, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(675, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(676, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(677, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(678, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(679, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(680, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(681, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(682, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(683, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(684, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(685, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(686, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(687, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(688, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(689, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(690, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(691, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(692, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(693, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(694, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(695, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(696, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(697, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(698, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(699, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(700, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(701, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(702, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(703, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(704, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(705, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(706, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(707, '92399', 'Helder Verissmo', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(708, '92399', 'Mr.Sebastian', '1', '0', '0', '0', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(709, '955', 'Jennifer Parker', '0', '1', '1', '1', '0', '2', '0', 784.00, 337.00, 115037.00, 240, 0, '2023-12-08 06:00:57'),
(710, '790', 'Joseph Warren', '1', '1', '2', '0', '0', '2', '0', 280.00, 257.00, 138218.00, 360, 0, '2023-12-08 06:00:57'),
(711, '872', 'Miss Monica Allison', '1', '0', '3', '1', '1', '0', '0', 792.00, 412.00, 82657.00, 240, 0, '2023-12-08 06:00:57'),
(712, '013', 'Paulo Bunga', '1', '1', '1', '1', '0', '0', '0', 150.00, 0.00, 100000.00, 240, 0, '2023-12-08 06:00:57'),
(713, '010', 'Jo�o Baptista', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(714, '157', 'Brenda Goodwin', '0', '1', '2', '0', '1', '0', '1', 156.00, 377.00, 130068.00, 240, 0, '2023-12-08 06:00:57'),
(715, '0111', 'Chad Boseman', '1', '0', '1', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
(716, '2341', 'Helder Verissmo', '1', '0', '0', '1', '0', '2', '1', 15000.00, 200.00, 500.00, 240, 1, '2023-12-08 06:00:57'),
